name,capacity,occupied,time
Shopping,1920,530,2016/10/23 14:26
Shopping,1920,526,2016/10/23 14:59
Shopping,1920,519,2016/10/23 15:26
Shopping,1920,471,2016/10/23 15:59
Shopping,1920,439,2016/10/23 16:26
Shopping,1920,563,2016/10/24 7:56
Shopping,1920,718,2016/10/24 8:29
Shopping,1920,891,2016/10/24 9:03
Shopping,1920,1012,2016/10/24 9:30
Shopping,1920,1074,2016/10/24 9:55
Shopping,1920,1118,2016/10/24 10:30
Shopping,1920,1137,2016/10/24 11:03
Shopping,1920,1171,2016/10/24 11:29
Shopping,1920,1210,2016/10/24 12:02
Shopping,1920,1234,2016/10/24 12:30
Shopping,1920,1247,2016/10/24 12:56
Shopping,1920,1245,2016/10/24 13:30
Shopping,1920,1242,2016/10/24 13:56
Shopping,1920,1252,2016/10/24 14:30
Shopping,1920,1239,2016/10/24 14:56
Shopping,1920,1196,2016/10/24 15:32
Shopping,1920,1111,2016/10/24 16:00
Shopping,1920,966,2016/10/24 16:33
Shopping,1920,547,2016/10/25 8:00
Shopping,1920,665,2016/10/25 8:26
Shopping,1920,841,2016/10/25 9:00
Shopping,1920,923,2016/10/25 9:19
Shopping,1920,1065,2016/10/25 9:56
Shopping,1920,1135,2016/10/25 10:29
Shopping,1920,1159,2016/10/25 10:56
Shopping,1920,1190,2016/10/25 11:29
Shopping,1920,1205,2016/10/25 12:02
Shopping,1920,1220,2016/10/25 12:29
Shopping,1920,1244,2016/10/25 13:03
Shopping,1920,1242,2016/10/25 13:29
Shopping,1920,1231,2016/10/25 13:56
Shopping,1920,1229,2016/10/25 14:29
Shopping,1920,1209,2016/10/25 15:02
Shopping,1920,1166,2016/10/25 15:29
Shopping,1920,1102,2016/10/25 15:56
Shopping,1920,951,2016/10/25 16:29
Shopping,1920,559,2016/10/26 7:59
Shopping,1920,721,2016/10/26 8:32
Shopping,1920,874,2016/10/26 8:59
Shopping,1920,989,2016/10/26 9:26
Shopping,1920,1086,2016/10/26 9:59
Shopping,1920,1129,2016/10/26 10:26
Shopping,1920,1167,2016/10/26 10:59
Shopping,1920,1183,2016/10/26 11:26
Shopping,1920,1209,2016/10/26 11:59
Shopping,1920,1228,2016/10/26 12:26
Shopping,1920,1245,2016/10/26 12:59
Shopping,1920,1252,2016/10/26 13:26
Shopping,1920,1268,2016/10/26 13:59
Shopping,1920,1266,2016/10/26 14:26
Shopping,1920,1243,2016/10/26 14:59
Shopping,1920,1203,2016/10/26 15:26
Shopping,1920,1118,2016/10/26 15:59
Shopping,1920,959,2016/10/26 16:32
Shopping,1920,576,2016/10/27 7:59
Shopping,1920,722,2016/10/27 8:32
Shopping,1920,869,2016/10/27 8:59
Shopping,1920,986,2016/10/27 9:32
Shopping,1920,1054,2016/10/27 9:59
Shopping,1920,1110,2016/10/27 10:25
Shopping,1920,1147,2016/10/27 10:59
Shopping,1920,1180,2016/10/27 11:32
Shopping,1920,1208,2016/10/27 11:59
Shopping,1920,1220,2016/10/27 12:26
Shopping,1920,1250,2016/10/27 12:59
Shopping,1920,1254,2016/10/27 13:32
Shopping,1920,1263,2016/10/27 13:59
Shopping,1920,1255,2016/10/27 14:26
Shopping,1920,1238,2016/10/27 14:59
Shopping,1920,1193,2016/10/27 15:26
Shopping,1920,1099,2016/10/27 15:59
Shopping,1920,985,2016/10/27 16:26
Shopping,1920,559,2016/10/28 8:16
Shopping,1920,559,2016/10/28 8:16
Shopping,1920,723,2016/10/28 8:56
Shopping,1920,835,2016/10/28 9:29
Shopping,1920,931,2016/10/28 10:02
Shopping,1920,981,2016/10/28 10:29
Shopping,1920,1014,2016/10/28 10:56
Shopping,1920,1031,2016/10/28 11:29
Shopping,1920,1052,2016/10/28 12:02
Shopping,1920,1070,2016/10/28 12:29
Shopping,1920,1102,2016/10/28 13:02
Shopping,1920,1090,2016/10/28 13:29
Shopping,1920,1125,2016/10/28 14:02
Shopping,1920,1126,2016/10/28 14:29
Shopping,1920,1111,2016/10/28 15:02
Shopping,1920,1052,2016/10/28 15:29
Shopping,1920,978,2016/10/28 16:02
Shopping,1920,865,2016/10/28 16:29
Shopping,1920,258,2016/10/29 7:59
Shopping,1920,278,2016/10/29 8:26
Shopping,1920,343,2016/10/29 8:59
Shopping,1920,383,2016/10/29 9:26
Shopping,1920,440,2016/10/29 9:59
Shopping,1920,501,2016/10/29 10:26
Shopping,1920,586,2016/10/29 10:59
Shopping,1920,631,2016/10/29 11:25
Shopping,1920,708,2016/10/29 12:06
Shopping,1920,737,2016/10/29 12:26
Shopping,1920,775,2016/10/29 12:59
Shopping,1920,800,2016/10/29 13:26
Shopping,1920,822,2016/10/29 13:59
Shopping,1920,836,2016/10/29 14:26
Shopping,1920,870,2016/10/29 14:59
Shopping,1920,855,2016/10/29 15:26
Shopping,1920,809,2016/10/29 15:59
Shopping,1920,740,2016/10/29 16:26
Shopping,1920,275,2016/10/30 7:59
Shopping,1920,275,2016/10/30 7:59
Shopping,1920,275,2016/10/30 7:59
Shopping,1920,275,2016/10/30 8:25
Shopping,1920,284,2016/10/30 8:59
Shopping,1920,314,2016/10/30 9:25
Shopping,1920,352,2016/10/30 9:59
Shopping,1920,380,2016/10/30 10:25
Shopping,1920,379,2016/10/30 10:59
Shopping,1920,427,2016/10/30 11:25
Shopping,1920,453,2016/10/30 11:59
Shopping,1920,484,2016/10/30 12:26
Shopping,1920,526,2016/10/30 13:06
Shopping,1920,525,2016/10/30 13:25
Shopping,1920,524,2016/10/30 13:59
Shopping,1920,499,2016/10/30 14:32
Shopping,1920,480,2016/10/30 15:00
Shopping,1920,453,2016/10/30 15:32
Shopping,1920,569,2016/10/31 8:00
Shopping,1920,719,2016/10/31 8:26
Shopping,1920,932,2016/10/31 9:00
Shopping,1920,1084,2016/10/31 9:26
Shopping,1920,1225,2016/10/31 10:00
Shopping,1920,1265,2016/10/31 10:26
Shopping,1920,1305,2016/10/31 11:00
Shopping,1920,1311,2016/10/31 11:26
Shopping,1920,1319,2016/10/31 12:00
Shopping,1920,1326,2016/10/31 12:26
Shopping,1920,1334,2016/10/31 13:00
Shopping,1920,1334,2016/10/31 13:26
Shopping,1920,1335,2016/10/31 13:59
Shopping,1920,1304,2016/10/31 14:26
Shopping,1920,1263,2016/10/31 15:00
Shopping,1920,1225,2016/10/31 15:27
Shopping,1920,1149,2016/10/31 16:00
Shopping,1920,1011,2016/10/31 16:26
Shopping,1920,631,2016/11/1 8:06
Shopping,1920,748,2016/11/1 8:26
Shopping,1920,956,2016/11/1 9:00
Shopping,1920,1089,2016/11/1 9:26
Shopping,1920,1273,2016/11/1 10:00
Shopping,1920,1326,2016/11/1 10:26
Shopping,1920,1381,2016/11/1 11:00
Shopping,1920,1397,2016/11/1 11:26
Shopping,1920,1395,2016/11/1 12:00
Shopping,1920,1405,2016/11/1 12:26
Shopping,1920,1407,2016/11/1 13:00
Shopping,1920,1416,2016/11/1 13:26
Shopping,1920,1419,2016/11/1 14:00
Shopping,1920,1425,2016/11/1 14:26
Shopping,1920,1376,2016/11/1 15:00
Shopping,1920,1332,2016/11/1 15:27
Shopping,1920,1222,2016/11/1 16:00
Shopping,1920,1063,2016/11/1 16:33
Shopping,1920,585,2016/11/2 7:56
Shopping,1920,742,2016/11/2 8:30
Shopping,1920,893,2016/11/2 8:56
Shopping,1920,1114,2016/11/2 9:30
Shopping,1920,1262,2016/11/2 9:56
Shopping,1920,1356,2016/11/2 10:29
Shopping,1920,1410,2016/11/2 10:56
Shopping,1920,1431,2016/11/2 11:30
Shopping,1920,1443,2016/11/2 11:56
Shopping,1920,1439,2016/11/2 12:30
Shopping,1920,1437,2016/11/2 13:03
Shopping,1920,1415,2016/11/2 13:30
Shopping,1920,1414,2016/11/2 14:03
Shopping,1920,1390,2016/11/2 14:30
Shopping,1920,1370,2016/11/2 14:56
Shopping,1920,1268,2016/11/2 15:29
Shopping,1920,1143,2016/11/2 16:03
Shopping,1920,1000,2016/11/2 16:30
Shopping,1920,611,2016/11/3 8:00
Shopping,1920,746,2016/11/3 8:26
Shopping,1920,944,2016/11/3 9:00
Shopping,1920,1103,2016/11/3 9:26
Shopping,1920,1253,2016/11/3 10:00
Shopping,1920,1296,2016/11/3 10:26
Shopping,1920,1340,2016/11/3 11:00
Shopping,1920,1351,2016/11/3 11:26
Shopping,1920,1375,2016/11/3 12:00
Shopping,1920,1391,2016/11/3 12:26
Shopping,1920,1401,2016/11/3 12:59
Shopping,1920,1402,2016/11/3 13:26
Shopping,1920,1406,2016/11/3 13:59
Shopping,1920,1384,2016/11/3 14:26
Shopping,1920,1327,2016/11/3 15:00
Shopping,1920,1273,2016/11/3 15:26
Shopping,1920,1193,2016/11/3 16:03
Shopping,1920,1075,2016/11/3 16:30
Shopping,1920,587,2016/11/4 8:00
Shopping,1920,714,2016/11/4 8:26
Shopping,1920,876,2016/11/4 8:59
Shopping,1920,1076,2016/11/4 9:33
Shopping,1920,1154,2016/11/4 10:00
Shopping,1920,1195,2016/11/4 10:26
Shopping,1920,1228,2016/11/4 11:00
Shopping,1920,1234,2016/11/4 11:33
Shopping,1920,1243,2016/11/4 12:00
Shopping,1920,1236,2016/11/4 12:33
Shopping,1920,1249,2016/11/4 13:00
Shopping,1920,1225,2016/11/4 13:26
Shopping,1920,1209,2016/11/4 13:59
Shopping,1920,1190,2016/11/4 14:26
Shopping,1920,1128,2016/11/4 15:00
Shopping,1920,1058,2016/11/4 15:26
Shopping,1920,975,2016/11/4 16:00
Shopping,1920,865,2016/11/4 16:26
Shopping,1920,317,2016/11/5 8:00
Shopping,1920,335,2016/11/5 8:26
Shopping,1920,384,2016/11/5 8:59
Shopping,1920,430,2016/11/5 9:26
Shopping,1920,468,2016/11/5 9:59
Shopping,1920,516,2016/11/5 10:33
Shopping,1920,551,2016/11/5 10:59
Shopping,1920,604,2016/11/5 11:26
Shopping,1920,664,2016/11/5 12:06
Shopping,1920,709,2016/11/5 12:26
Shopping,1920,761,2016/11/5 13:00
Shopping,1920,788,2016/11/5 13:33
Shopping,1920,793,2016/11/5 13:59
Shopping,1920,808,2016/11/5 14:26
Shopping,1920,783,2016/11/5 15:00
Shopping,1920,777,2016/11/5 15:26
Shopping,1920,705,2016/11/5 16:00
Shopping,1920,672,2016/11/5 16:26
Shopping,1920,276,2016/11/6 8:00
Shopping,1920,282,2016/11/6 8:26
Shopping,1920,299,2016/11/6 9:00
Shopping,1920,338,2016/11/6 9:33
Shopping,1920,354,2016/11/6 10:00
Shopping,1920,369,2016/11/6 10:26
Shopping,1920,389,2016/11/6 10:59
Shopping,1920,443,2016/11/6 11:26
Shopping,1920,477,2016/11/6 11:59
Shopping,1920,493,2016/11/6 12:26
Shopping,1920,514,2016/11/6 13:06
Shopping,1920,514,2016/11/6 13:26
Shopping,1920,530,2016/11/6 13:59
Shopping,1920,508,2016/11/6 14:33
Shopping,1920,503,2016/11/6 15:00
Shopping,1920,462,2016/11/6 15:26
Shopping,1920,419,2016/11/6 15:59
Shopping,1920,377,2016/11/6 16:26
Shopping,1920,548,2016/11/7 8:00
Shopping,1920,697,2016/11/7 8:26
Shopping,1920,912,2016/11/7 8:59
Shopping,1920,1089,2016/11/7 9:26
Shopping,1920,1230,2016/11/7 9:59
Shopping,1920,1313,2016/11/7 10:26
Shopping,1920,1357,2016/11/7 10:59
Shopping,1920,1369,2016/11/7 11:26
Shopping,1920,1412,2016/11/7 11:59
Shopping,1920,1429,2016/11/7 12:26
Shopping,1920,1433,2016/11/7 12:59
Shopping,1920,1413,2016/11/7 13:33
Shopping,1920,1432,2016/11/7 13:59
Shopping,1920,1392,2016/11/7 14:33
Shopping,1920,1355,2016/11/7 15:00
Shopping,1920,1286,2016/11/7 15:33
Shopping,1920,1186,2016/11/7 16:00
Shopping,1920,997,2016/11/7 16:33
Shopping,1920,585,2016/11/8 7:59
Shopping,1920,744,2016/11/8 8:26
Shopping,1920,962,2016/11/8 8:59
Shopping,1920,1108,2016/11/8 9:26
Shopping,1920,1294,2016/11/8 9:59
Shopping,1920,1385,2016/11/8 10:33
Shopping,1920,1449,2016/11/8 11:00
Shopping,1920,1489,2016/11/8 11:33
Shopping,1920,1517,2016/11/8 11:59
Shopping,1920,1521,2016/11/8 12:27
Shopping,1920,1514,2016/11/8 13:00
Shopping,1920,1481,2016/11/8 13:34
Shopping,1920,1473,2016/11/8 14:00
Shopping,1920,1424,2016/11/8 14:26
Shopping,1920,1374,2016/11/8 15:00
Shopping,1920,1280,2016/11/8 15:33
Shopping,1920,1195,2016/11/8 16:01
Shopping,1920,1026,2016/11/8 16:34
Shopping,1920,580,2016/11/9 8:00
Shopping,1920,724,2016/11/9 8:27
Shopping,1920,910,2016/11/9 9:00
Shopping,1920,1120,2016/11/9 9:34
Shopping,1920,1241,2016/11/9 10:00
Shopping,1920,1331,2016/11/9 10:27
Shopping,1920,1368,2016/11/9 11:00
Shopping,1920,1376,2016/11/9 11:27
Shopping,1920,1415,2016/11/9 12:00
Shopping,1920,1416,2016/11/9 12:27
Shopping,1920,1424,2016/11/9 13:00
Shopping,1920,1437,2016/11/9 13:27
Shopping,1920,1427,2016/11/9 14:00
Shopping,1920,1409,2016/11/9 14:27
Shopping,1920,1359,2016/11/9 15:00
Shopping,1920,1278,2016/11/9 15:34
Shopping,1920,1191,2016/11/9 16:00
Shopping,1920,1012,2016/11/9 16:34
Shopping,1920,595,2016/11/10 8:00
Shopping,1920,794,2016/11/10 8:34
Shopping,1920,942,2016/11/10 9:00
Shopping,1920,1091,2016/11/10 9:27
Shopping,1920,1244,2016/11/10 10:00
Shopping,1920,1315,2016/11/10 10:27
Shopping,1920,1368,2016/11/10 11:00
Shopping,1920,1402,2016/11/10 11:27
Shopping,1920,1432,2016/11/10 12:00
Shopping,1920,1456,2016/11/10 12:27
Shopping,1920,1447,2016/11/10 13:00
Shopping,1920,1460,2016/11/10 13:34
Shopping,1920,1458,2016/11/10 14:00
Shopping,1920,1421,2016/11/10 14:27
Shopping,1920,1360,2016/11/10 15:00
Shopping,1920,1293,2016/11/10 15:27
Shopping,1920,1193,2016/11/10 16:00
